token	specif
工作人员	-0.28988094173560935
摄氏度	-0.28988094173560935
欧三	-0.28988094173560935
驻华大使	-0.28988094173560935
IS	-0.28988094173560935
军舰	-0.28988094173560935
同声	-0.28988094173560935
制度	-0.28988094173560935
访沙	-0.28988094173560935
生搬硬套	-0.28988094173560935
苏哈	-0.28988094173560935
货	-0.28988094173560935
北起	-0.28988094173560935
邻居	-0.28988094173560935
李警锐	-0.28988094173560935
湍急	-0.28988094173560935
图兰朵	-0.28988094173560935
尽义务	-0.28988094173560935
两会	-0.28988094173560935
东中部	-0.28988094173560935
几天	-0.28988094173560935
国防	-0.28988094173560935
征税	-0.28988094173560935
成长	-0.28988094173560935
分工协作	-0.28988094173560935
外交人员	-0.28988094173560935
马方	-0.28988094173560935
车	-0.28988094173560935
精耕细作	-0.28988094173560935
思科	-0.28988094173560935
度量	-0.28988094173560935
电压	-0.28988094173560935
数十家	-0.28988094173560935
追寻着	-0.28988094173560935
边疆区	-0.28988094173560935
筹资	-0.28988094173560935
团队	-0.28988094173560935
干净	-0.28988094173560935
这点	-0.28988094173560935
蒙古族	-0.28988094173560935
以汉班	-0.28988094173560935
配件	-0.28988094173560935
编制工作	-0.28988094173560935
磁石	-0.28988094173560935
大通关	-0.28988094173560935
驾机	-0.28988094173560935
华人社区	-0.28988094173560935
相符	-0.28988094173560935
精诚合作	-0.28988094173560935
前言	-0.28988094173560935
硬件	-0.28988094173560935
注视	-0.28988094173560935
36.5	-0.28988094173560935
科研经费	-0.28988094173560935
如火如荼	-0.28988094173560935
瞄准	-0.28988094173560935
吸引力	-0.28988094173560935
果实	-0.28988094173560935
社会效益	-0.28988094173560935
花草	-0.28988094173560935
80.8	-0.28988094173560935
添加	-0.28988094173560935
最小	-0.28988094173560935
客户	-0.28988094173560935
经与	-0.28988094173560935
66.2%	-0.28988094173560935
该市	-0.28988094173560935
610	-0.28988094173560935
勇于	-0.28988094173560935
搜索	-0.28988094173560935
索马里	-0.28988094173560935
全长	-0.28988094173560935
流量	-0.28988094173560935
同五国	-0.28988094173560935
靠拢	-0.28988094173560935
累瘫	-0.28988094173560935
风景	-0.28988094173560935
扎夫果	-0.28988094173560935
找	-0.28988094173560935
看好	-0.28988094173560935
上港	-0.28988094173560935
大势所趋	-0.28988094173560935
公益	-0.28988094173560935
央行	-0.28988094173560935
走不出	-0.28988094173560935
核技术	-0.28988094173560935
塞满	-0.28988094173560935
主持	-0.28988094173560935
时代背景	-0.28988094173560935
美联社	-0.28988094173560935
黎明	-0.28988094173560935
1730	-0.28988094173560935
注目	-0.28988094173560935
群众	-0.28988094173560935
得当	-0.28988094173560935
讨论	-0.28988094173560935
白图	-0.28988094173560935
世界地图	-0.28988094173560935
高频	-0.28988094173560935
统一大业	-0.28988094173560935
意犹未尽	-0.28988094173560935
金立群	-0.28988094173560935
维多利亚	-0.28988094173560935
霾	-0.28988094173560935
第四	-0.28988094173560935
陈芳颖	-0.28988094173560935
700	-0.28988094173560935
副所长	-0.28988094173560935
空白	-0.28988094173560935
去年末	-0.28988094173560935
高举	-0.28988094173560935
铁器	-0.28988094173560935
阿尔泰	-0.28988094173560935
机	-0.28988094173560935
麦地那	-0.28988094173560935
假设	-0.28988094173560935
雨后春笋	-0.28988094173560935
阐释	-0.28988094173560935
南大门	-0.28988094173560935
进一步提高	-0.28988094173560935
工业体系	-0.28988094173560935
龙头	-0.28988094173560935
息息相通	-0.28988094173560935
稳居	-0.28988094173560935
之畔	-0.28988094173560935
执行官	-0.28988094173560935
成片	-0.28988094173560935
素拉革	-0.28988094173560935
之树	-0.28988094173560935
联谊会	-0.28988094173560935
救济	-0.28988094173560935
签证	-0.28988094173560935
KTZ	-0.28988094173560935
万两	-0.28988094173560935
72	-0.28988094173560935
私募	-0.28988094173560935
最快	-0.28988094173560935
阿利亚	-0.28988094173560935
督促检查	-0.28988094173560935
钢铁产业	-0.28988094173560935
文化部长	-0.28988094173560935
提法	-0.28988094173560935
追逃	-0.28988094173560935
开至	-0.28988094173560935
之梦	-0.28988094173560935
已练	-0.28988094173560935
由线	-0.28988094173560935
石榴	-0.28988094173560935
建成投产	-0.28988094173560935
现代医学	-0.28988094173560935
雾	-0.28988094173560935
彼岸	-0.28988094173560935
老旧	-0.28988094173560935
共向	-0.28988094173560935
包容性	-0.28988094173560935
独具	-0.28988094173560935
民航	-0.28988094173560935
经济波动	-0.28988094173560935
输气量	-0.28988094173560935
己任	-0.28988094173560935
好事	-0.28988094173560935
萨迪克	-0.28988094173560935
湖南	-0.28988094173560935
欠发达	-0.28988094173560935
南钢	-0.28988094173560935
供应国	-0.28988094173560935
祖丽菲娅	-0.28988094173560935
多名	-0.28988094173560935
偏远	-0.28988094173560935
新闻周刊	-0.28988094173560935
新闻网	-0.28988094173560935
中阿商	-0.28988094173560935
谨慎	-0.28988094173560935
监理	-0.28988094173560935
西站	-0.28988094173560935
因互鉴	-0.28988094173560935
笑容	-0.28988094173560935
省州	-0.28988094173560935
刊载	-0.28988094173560935
历史渊源	-0.28988094173560935
指导性	-0.28988094173560935
民用	-0.28988094173560935
恰好	-0.28988094173560935
对外经贸	-0.28988094173560935
领军	-0.28988094173560935
千岛	-0.28988094173560935
首批	-0.28988094173560935
万亿元	-0.28988094173560935
晚间	-0.28988094173560935
堪称	-0.28988094173560935
期盼	-0.28988094173560935
杞人忧天	-0.28988094173560935
同志	-0.28988094173560935
中小学生	-0.28988094173560935
一波	-0.28988094173560935
重庆市	-0.28988094173560935
奔走	-0.28988094173560935
艺术节	-0.28988094173560935
大幅度	-0.28988094173560935
优势产业	-0.28988094173560935
英国皇家	-0.28988094173560935
专项基金	-0.28988094173560935
表露	-0.28988094173560935
技术水平	-0.28988094173560935
履行	-0.28988094173560935
大计	-0.28988094173560935
时效	-0.28988094173560935
基石	-0.28988094173560935
译称	-0.28988094173560935
趋向	-0.28988094173560935
渐远	-0.28988094173560935
产业基地	-0.28988094173560935
流长	-0.28988094173560935
愿助	-0.28988094173560935
物业管理	-0.28988094173560935
移民	-0.28988094173560935
快餐	-0.28988094173560935
对同	-0.28988094173560935
青春	-0.28988094173560935
正确轨道	-0.28988094173560935
惠灵顿	-0.28988094173560935
沃罗涅日	-0.28988094173560935
福祉	-0.28988094173560935
起于	-0.28988094173560935
越大	-0.28988094173560935
工期	-0.28988094173560935
庆祝	-0.28988094173560935
总负责人	-0.28988094173560935
遭遇	-0.28988094173560935
气温	-0.28988094173560935
为功	-0.28988094173560935
周良	-0.28988094173560935
带动性	-0.28988094173560935
塞西以	-0.28988094173560935
一倍	-0.28988094173560935
系统工程	-0.28988094173560935
赛省	-0.28988094173560935
科	-0.28988094173560935
应约	-0.28988094173560935
重要环节	-0.28988094173560935
比例	-0.28988094173560935
全免	-0.28988094173560935
苏库尔	-0.28988094173560935
丛林	-0.28988094173560935
荣忠霞	-0.28988094173560935
心潮澎湃	-0.28988094173560935
道理	-0.28988094173560935
免	-0.28988094173560935
立法	-0.28988094173560935
一名	-0.28988094173560935
穿针引线	-0.28988094173560935
寄予厚望	-0.28988094173560935
50564	-0.28988094173560935
外长	-0.28988094173560935
新格局	-0.28988094173560935
些	-0.28988094173560935
缺少	-0.28988094173560935
升温	-0.28988094173560935
汉新欧	-0.28988094173560935
水能	-0.28988094173560935
停下	-0.28988094173560935
轰鸣	-0.28988094173560935
军乐队	-0.28988094173560935
房地产业	-0.28988094173560935
商家	-0.28988094173560935
放之四海而皆准	-0.28988094173560935
重阳	-0.28988094173560935
日臻成熟	-0.28988094173560935
舒日呼	-0.28988094173560935
又拉住	-0.28988094173560935
农业大学	-0.28988094173560935
耗时	-0.28988094173560935
债权	-0.28988094173560935
先头部队	-0.28988094173560935
有句	-0.28988094173560935
如潮	-0.28988094173560935
新路	-0.28988094173560935
经理	-0.28988094173560935
剑舞	-0.28988094173560935
导向	-0.28988094173560935
新浪	-0.28988094173560935
孟	-0.28988094173560935
澳	-0.28988094173560935
先到	-0.28988094173560935
阿什哈巴德	-0.28988094173560935
巴哈	-0.28988094173560935
优质产品	-0.28988094173560935
工作组	-0.28988094173560935
增大	-0.28988094173560935
部队	-0.28988094173560935
讲话	-0.28988094173560935
医疗机构	-0.28988094173560935
一愿景	-0.28988094173560935
食用	-0.28988094173560935
万物	-0.28988094173560935
筹划	-0.28988094173560935
克麦罗沃	-0.28988094173560935
民主	-0.28988094173560935
光和热	-0.28988094173560935
亟须	-0.28988094173560935
不胫而走	-0.28988094173560935
运输网	-0.28988094173560935
之乱	-0.28988094173560935
研讨	-0.28988094173560935
丛生	-0.28988094173560935
委员长	-0.28988094173560935
悉心	-0.28988094173560935
在历史上	-0.28988094173560935
电影周	-0.28988094173560935
防控	-0.28988094173560935
拍片	-0.28988094173560935
Express	-0.28988094173560935
发扬	-0.28988094173560935
喀什地区	-0.28988094173560935
重庆	-0.28988094173560935
当日	-0.28988094173560935
费萨尔	-0.28988094173560935
东耶路撒冷	-0.28988094173560935
开玩笑	-0.28988094173560935
姐妹	-0.28988094173560935
物流园区	-0.28988094173560935
数千个	-0.28988094173560935
土壤污染	-0.28988094173560935
特港	-0.28988094173560935
六七	-0.28988094173560935
此举	-0.28988094173560935
穆斯塔法	-0.28988094173560935
村庄	-0.28988094173560935
外事	-0.28988094173560935
大幅	-0.28988094173560935
信贷	-0.28988094173560935
势力范围	-0.28988094173560935
福	-0.28988094173560935
经受	-0.28988094173560935
伊萨	-0.28988094173560935
稀缺资源	-0.28988094173560935
磨破	-0.28988094173560935
雇员	-0.28988094173560935
13.15	-0.28988094173560935
清华大学	-0.28988094173560935
回报率	-0.28988094173560935
逐鹿	-0.28988094173560935
相互间	-0.28988094173560935
对外经济贸易大学	-0.28988094173560935
舳舻	-0.28988094173560935
从头越	-0.28988094173560935
针对性	-0.28988094173560935
商讨	-0.28988094173560935
续写	-0.28988094173560935
难得	-0.28988094173560935
年前	-0.28988094173560935
所处	-0.28988094173560935
大理石	-0.28988094173560935
九分	-0.28988094173560935
车间	-0.28988094173560935
错落有致	-0.28988094173560935
视线	-0.28988094173560935
多内	-0.28988094173560935
拟定	-0.28988094173560935
基础性	-0.28988094173560935
中建	-0.28988094173560935
律动	-0.28988094173560935
获	-0.28988094173560935
止于	-0.28988094173560935
珠海	-0.28988094173560935
Najib	-0.28988094173560935
460	-0.28988094173560935
举出	-0.28988094173560935
屠	-0.28988094173560935
驶至	-0.28988094173560935
本报	-0.28988094173560935
政要	-0.28988094173560935
摩擦	-0.28988094173560935
拯救	-0.28988094173560935
加泰罗尼亚地区	-0.28988094173560935
就任	-0.28988094173560935
空中楼阁	-0.28988094173560935
钟忠	-0.28988094173560935
借用	-0.28988094173560935
形式多样	-0.28988094173560935
特高压	-0.28988094173560935
以新	-0.28988094173560935
圣彼得堡	-0.28988094173560935
祖布科	-0.28988094173560935
自然风光	-0.28988094173560935
量身	-0.28988094173560935
1994	-0.28988094173560935
万象市	-0.28988094173560935
义利观	-0.28988094173560935
副教授	-0.28988094173560935
肖军	-0.28988094173560935
10%	-0.28988094173560935
戈登	-0.28988094173560935
启用	-0.28988094173560935
经济圈	-0.28988094173560935
主力军	-0.28988094173560935
发挥作用	-0.28988094173560935
孟祥麟	-0.28988094173560935
2.2	-0.28988094173560935
提质	-0.28988094173560935
渐严	-0.28988094173560935
腾飞	-0.28988094173560935
毗邻	-0.28988094173560935
主旨	-0.28988094173560935
宏观	-0.28988094173560935
或公募	-0.28988094173560935
穿梭	-0.28988094173560935
引人注目	-0.28988094173560935
余篇	-0.28988094173560935
郑重	-0.28988094173560935
追溯到	-0.28988094173560935
皎	-0.28988094173560935
仪仗队	-0.28988094173560935
马累	-0.28988094173560935
艺术品	-0.28988094173560935
宽容	-0.28988094173560935
入手	-0.28988094173560935
测算	-0.28988094173560935
次数	-0.28988094173560935
艾杜尔	-0.28988094173560935
勋章	-0.28988094173560935
成线	-0.28988094173560935
傅莹	-0.28988094173560935
有点	-0.28988094173560935
列邦	-0.28988094173560935
航运	-0.28988094173560935
中亚国家	-0.28988094173560935
第二条	-0.28988094173560935
后半夜	-0.28988094173560935
堆场	-0.28988094173560935
运营权	-0.28988094173560935
广泛应用	-0.28988094173560935
咖啡	-0.28988094173560935
授予	-0.28988094173560935
大合唱	-0.28988094173560935
科学家	-0.28988094173560935
国之交	-0.28988094173560935
全国人民代表大会	-0.28988094173560935
酷暑	-0.28988094173560935
联谊	-0.28988094173560935
北面	-0.28988094173560935
供应	-0.28988094173560935
指示精神	-0.28988094173560935
升空	-0.28988094173560935
380	-0.28988094173560935
瓦尔斯	-0.28988094173560935
集思广益	-0.28988094173560935
948	-0.28988094173560935
上演	-0.28988094173560935
汉字	-0.28988094173560935
同属	-0.28988094173560935
中交建	-0.28988094173560935
纳斯达克	-0.28988094173560935
一所	-0.28988094173560935
高楼	-0.28988094173560935
一方	-0.28988094173560935
纺织工业	-0.28988094173560935
计算	-0.28988094173560935
总工程师	-0.28988094173560935
参议院	-0.28988094173560935
领事	-0.28988094173560935
吴绍礼	-0.28988094173560935
主义	-0.28988094173560935
消费水平	-0.28988094173560935
根子	-0.28988094173560935
珍稀	-0.28988094173560935
萨马拉	-0.28988094173560935
与会者	-0.28988094173560935
奋斗	-0.28988094173560935
7700	-0.28988094173560935
摩洛哥	-0.28988094173560935
和蔼	-0.28988094173560935
气韵	-0.28988094173560935
合办	-0.28988094173560935
声音	-0.28988094173560935
公布	-0.28988094173560935
展演	-0.28988094173560935
第四条	-0.28988094173560935
692.6	-0.28988094173560935
动情	-0.28988094173560935
优惠	-0.28988094173560935
诺	-0.28988094173560935
集团公司	-0.28988094173560935
报	-0.28988094173560935
体育	-0.28988094173560935
减至	-0.28988094173560935
意在	-0.28988094173560935
一致性	-0.28988094173560935
送达	-0.28988094173560935
年埃中	-0.28988094173560935
歇脚	-0.28988094173560935
多姆	-0.28988094173560935
胡鞍钢	-0.28988094173560935
天于	-0.28988094173560935
双重	-0.28988094173560935
远离	-0.28988094173560935
信息技术	-0.28988094173560935
劝	-0.28988094173560935
特使	-0.28988094173560935
这辆	-0.28988094173560935
麻烦	-0.28988094173560935
技术支持	-0.28988094173560935
明显提高	-0.28988094173560935
519	-0.28988094173560935
织就	-0.28988094173560935
争端	-0.28988094173560935
包已	-0.28988094173560935
打	-0.28988094173560935
学术	-0.28988094173560935
堪比	-0.28988094173560935
使用权	-0.28988094173560935
质	-0.28988094173560935
7.4%	-0.28988094173560935
陕西省	-0.28988094173560935
听取	-0.28988094173560935
转关	-0.28988094173560935
签了	-0.28988094173560935
日用品	-0.28988094173560935
冻疮	-0.28988094173560935
不争	-0.28988094173560935
王沪宁	-0.28988094173560935
当起	-0.28988094173560935
多彩	-0.28988094173560935
冯武	-0.28988094173560935
同甘共苦	-0.28988094173560935
取暖	-0.28988094173560935
跟上	-0.28988094173560935
麦克斯	-0.28988094173560935
机车	-0.28988094173560935
执法	-0.28988094173560935
真是	-0.28988094173560935
保障体系	-0.28988094173560935
循化	-0.28988094173560935
儿童乐园	-0.28988094173560935
少林功夫	-0.28988094173560935
大多数	-0.28988094173560935
艳阳	-0.28988094173560935
排水	-0.28988094173560935
内向	-0.28988094173560935
普鲁斯	-0.28988094173560935
半壁江山	-0.28988094173560935
领空	-0.28988094173560935
联合开发	-0.28988094173560935
光明之路	-0.28988094173560935
香港	-0.28988094173560935
八宝粥	-0.28988094173560935
进出	-0.28988094173560935
4.15%	-0.28988094173560935
活着	-0.28988094173560935
北端	-0.28988094173560935
基本思路	-0.28988094173560935
寒意	-0.28988094173560935
图为	-0.28988094173560935
凝心	-0.28988094173560935
制度性	-0.28988094173560935
满载	-0.28988094173560935
接到	-0.28988094173560935
不用	-0.28988094173560935
回程	-0.28988094173560935
胸前	-0.28988094173560935
横穿	-0.28988094173560935
初具规模	-0.28988094173560935
呼吁	-0.28988094173560935
新世纪	-0.28988094173560935
付清	-0.28988094173560935
因噎废食	-0.28988094173560935
场景	-0.28988094173560935
两位数	-0.28988094173560935
三星电子公司	-0.28988094173560935
年产	-0.28988094173560935
情报信息	-0.28988094173560935
授人以渔	-0.28988094173560935
哈欧	-0.28988094173560935
稳步	-0.28988094173560935
创下	-0.28988094173560935
欣赏	-0.28988094173560935
660	-0.28988094173560935
获得者	-0.28988094173560935
余公顷	-0.28988094173560935
张德江	-0.28988094173560935
角	-0.28988094173560935
铁路局	-0.28988094173560935
组团	-0.28988094173560935
7.6%	-0.28988094173560935
损害	-0.28988094173560935
直通车	-0.28988094173560935
爱资	-0.28988094173560935
场地	-0.28988094173560935
同比增加	-0.28988094173560935
周期	-0.28988094173560935
输	-0.28988094173560935
行业标准	-0.28988094173560935
德尔	-0.28988094173560935
灵验	-0.28988094173560935
孤网	-0.28988094173560935
调整期	-0.28988094173560935
乔治	-0.28988094173560935
引渡	-0.28988094173560935
派驻	-0.28988094173560935
年均	-0.28988094173560935
契机	-0.28988094173560935
前途	-0.28988094173560935
下一阶段	-0.28988094173560935
人才交流	-0.28988094173560935
信心	-0.28988094173560935
不减	-0.28988094173560935
老挝人民民主共和国	-0.28988094173560935
深深感动	-0.28988094173560935
知名	-0.28988094173560935
伊斯梅尔	-0.28988094173560935
回收	-0.28988094173560935
迈入	-0.28988094173560935
杨莉明	-0.28988094173560935
航运公司	-0.28988094173560935
护航	-0.28988094173560935
理清	-0.28988094173560935
佳肴	-0.28988094173560935
渔船	-0.28988094173560935
时差	-0.28988094173560935
红色	-0.28988094173560935
系列报道	-0.28988094173560935
吴晓山	-0.28988094173560935
9.12	-0.28988094173560935
乘势而上	-0.28988094173560935
圈	-0.28988094173560935
刘水明	-0.28988094173560935
校车	-0.28988094173560935
探月	-0.28988094173560935
汇集	-0.28988094173560935
销路	-0.28988094173560935
油田	-0.28988094173560935
强强联合	-0.28988094173560935
侯萨姆	-0.28988094173560935
信念	-0.28988094173560935
伊朗人	-0.28988094173560935
担忧	-0.28988094173560935
庆典	-0.28988094173560935
技术开发	-0.28988094173560935
埋头	-0.28988094173560935
偌大	-0.28988094173560935
不同于	-0.28988094173560935
重水	-0.28988094173560935
贸易总额	-0.28988094173560935
李伟红	-0.28988094173560935
向前	-0.28988094173560935
科技人员	-0.28988094173560935
同鲁	-0.28988094173560935
中资	-0.28988094173560935
持有	-0.28988094173560935
Fleet	-0.28988094173560935
缩减	-0.28988094173560935
海峰	-0.28988094173560935
国际货币基金组织	-0.28988094173560935
军方	-0.28988094173560935
轮值	-0.28988094173560935
贵州	-0.28988094173560935
医疗队	-0.28988094173560935
北京大学	-0.28988094173560935
届	-0.28988094173560935
保健品	-0.28988094173560935
阿巴斯港	-0.28988094173560935
及时性	-0.28988094173560935
一站式	-0.28988094173560935
世人	-0.28988094173560935
遍布	-0.28988094173560935
大连市	-0.28988094173560935
奏	-0.28988094173560935
龚献明	-0.28988094173560935
通晓	-0.28988094173560935
海外版	-0.28988094173560935
新德	-0.28988094173560935
巡回	-0.28988094173560935
意想不到	-0.28988094173560935
讲	-0.28988094173560935
提议	-0.28988094173560935
罗莎	-0.28988094173560935
约束性	-0.28988094173560935
16%	-0.28988094173560935
牵引	-0.28988094173560935
陈鹏	-0.28988094173560935
视频会议	-0.28988094173560935
一响	-0.28988094173560935
新形势下	-0.28988094173560935
与非	-0.28988094173560935
持续性	-0.28988094173560935
货运量	-0.28988094173560935
运载	-0.28988094173560935
旧有	-0.28988094173560935
议题	-0.28988094173560935
纠纷	-0.28988094173560935
带中	-0.28988094173560935
这股	-0.28988094173560935
54%	-0.28988094173560935
抓手	-0.28988094173560935
什么样	-0.28988094173560935
南塔	-0.28988094173560935
分化	-0.28988094173560935
居	-0.28988094173560935
75.5	-0.28988094173560935
菲律宾	-0.28988094173560935
重归	-0.28988094173560935
聚集	-0.28988094173560935
业务培训	-0.28988094173560935
运输车	-0.28988094173560935
从今	-0.28988094173560935
委和	-0.28988094173560935
外送	-0.28988094173560935
休闲	-0.28988094173560935
彰显	-0.28988094173560935
数场	-0.28988094173560935
经停	-0.28988094173560935
18%	-0.28988094173560935
交通设施	-0.28988094173560935
寄	-0.28988094173560935
几年	-0.28988094173560935
阿布扎比	-0.28988094173560935
80%	-0.28988094173560935
开播	-0.28988094173560935
与会	-0.28988094173560935
书展	-0.28988094173560935
举行会谈	-0.28988094173560935
科技型	-0.28988094173560935
供大于求	-0.28988094173560935
侯赛因	-0.28988094173560935
预留	-0.28988094173560935
钢铁集团	-0.28988094173560935
放缓	-0.28988094173560935
景象	-0.28988094173560935
一臂之力	-0.28988094173560935
25.5	-0.28988094173560935
国民收入	-0.28988094173560935
外交大臣	-0.28988094173560935
下跌	-0.28988094173560935
绕梁	-0.28988094173560935
蒂斯	-0.28988094173560935
224.7%	-0.28988094173560935
万名	-0.28988094173560935
构架	-0.28988094173560935
实行	-0.28988094173560935
国歌	-0.28988094173560935
240	-0.28988094173560935
医疗	-0.28988094173560935
豪	-0.28988094173560935
有目共睹	-0.28988094173560935
白银	-0.28988094173560935
指示	-0.28988094173560935
雷曼	-0.28988094173560935
大业	-0.28988094173560935
刘咏秋	-0.28988094173560935
少数民族	-0.28988094173560935
河流	-0.28988094173560935
格	-0.28988094173560935
大型项目	-0.28988094173560935
涉足	-0.28988094173560935
高度重视	-0.28988094173560935
杨晶	-0.28988094173560935
时光	-0.28988094173560935
凝神	-0.28988094173560935
海员	-0.28988094173560935
大单	-0.28988094173560935
穿行	-0.28988094173560935
互联网安全	-0.28988094173560935
投资商	-0.28988094173560935
其间	-0.28988094173560935
展时	-0.28988094173560935
特变	-0.28988094173560935
迅猛	-0.28988094173560935
表态	-0.28988094173560935
应邀	-0.28988094173560935
两岸关系	-0.28988094173560935
船东	-0.28988094173560935
科学院	-0.28988094173560935
四方面	-0.28988094173560935
泽远	-0.28988094173560935
编织	-0.28988094173560935
先驱	-0.28988094173560935
站址	-0.28988094173560935
工业区	-0.28988094173560935
大学教授	-0.28988094173560935
演绎	-0.28988094173560935
导航	-0.28988094173560935
公平正义	-0.28988094173560935
外延	-0.28988094173560935
访巴后	-0.28988094173560935
回应	-0.28988094173560935
明天	-0.28988094173560935
开花	-0.28988094173560935
遵守	-0.28988094173560935
资金回笼	-0.28988094173560935
特邀	-0.28988094173560935
来讲	-0.28988094173560935
诉求	-0.28988094173560935
王云松	-0.28988094173560935
盛会	-0.28988094173560935
缓缓	-0.28988094173560935
州政府	-0.28988094173560935
脉动	-0.28988094173560935
局等	-0.28988094173560935
恢宏	-0.28988094173560935
交通线路	-0.28988094173560935
棋局	-0.28988094173560935
3465	-0.28988094173560935
交流会	-0.28988094173560935
打入	-0.28988094173560935
巨石	-0.28988094173560935
社长	-0.28988094173560935
工作岗位	-0.28988094173560935
弃港	-0.28988094173560935
紧	-0.28988094173560935
太平	-0.28988094173560935
请进来	-0.28988094173560935
释放	-0.28988094173560935
扎耶	-0.28988094173560935
促谈	-0.28988094173560935
分钟	-0.28988094173560935
热播	-0.28988094173560935
经济大国	-0.28988094173560935
子公司	-0.28988094173560935
简化	-0.28988094173560935
拉开	-0.28988094173560935
港务	-0.28988094173560935
收益	-0.28988094173560935
25.4%	-0.28988094173560935
猜测	-0.28988094173560935
踏上	-0.28988094173560935
服务提供者	-0.28988094173560935
义新欧	-0.28988094173560935
几小时	-0.28988094173560935
英国伦敦	-0.28988094173560935
罗德尼	-0.28988094173560935
城府	-0.28988094173560935
小龙	-0.28988094173560935
大额	-0.28988094173560935
复杂多变	-0.28988094173560935
中旬	-0.28988094173560935
限制	-0.28988094173560935
蕴藏	-0.28988094173560935
运费率	-0.28988094173560935
两天	-0.28988094173560935
古丽	-0.28988094173560935
电气化	-0.28988094173560935
古曲	-0.28988094173560935
海运业	-0.28988094173560935
相遇	-0.28988094173560935
默默地	-0.28988094173560935
郭丽萍	-0.28988094173560935
追梦	-0.28988094173560935
域外	-0.28988094173560935
国际法	-0.28988094173560935
交通部	-0.28988094173560935
遵循	-0.28988094173560935
子孙万代	-0.28988094173560935
消费国	-0.28988094173560935
评点	-0.28988094173560935
动能	-0.28988094173560935
疫情	-0.28988094173560935
诗句	-0.28988094173560935
知识产权	-0.28988094173560935
熊猫	-0.28988094173560935
半圆形	-0.28988094173560935
之虎梦	-0.28988094173560935
落子	-0.28988094173560935
见成效	-0.28988094173560935
414.85	-0.28988094173560935
850	-0.28988094173560935
十个	-0.28988094173560935
马吉迪	-0.28988094173560935
海盗	-0.28988094173560935
生机盎然	-0.28988094173560935
俯	-0.28988094173560935
不可估量	-0.28988094173560935
商品展览	-0.28988094173560935
一望无垠	-0.28988094173560935
海德尔	-0.28988094173560935
偷税漏税	-0.28988094173560935
70.6	-0.28988094173560935
首倡	-0.28988094173560935
据哈铁	-0.28988094173560935
68.5	-0.28988094173560935
极端化	-0.28988094173560935
非正式	-0.28988094173560935
药方	-0.28988094173560935
全面完成	-0.28988094173560935
趟	-0.28988094173560935
颁发	-0.28988094173560935
政治经济	-0.28988094173560935
行车	-0.28988094173560935
老子	-0.28988094173560935
疆域	-0.28988094173560935
徐绍史	-0.28988094173560935
快	-0.28988094173560935
团结起来	-0.28988094173560935
多场	-0.28988094173560935
张湘	-0.28988094173560935
总需求	-0.28988094173560935
赫鲁晓夫	-0.28988094173560935
法对	-0.28988094173560935
强项	-0.28988094173560935
铁路干线	-0.28988094173560935
胸怀	-0.28988094173560935
确立	-0.28988094173560935
Dato	-0.28988094173560935
伊朗伊斯兰共和国	-0.28988094173560935
进出口银行	-0.28988094173560935
第三条	-0.28988094173560935
放	-0.28988094173560935
囊括	-0.28988094173560935
股本	-0.28988094173560935
摇滚乐	-0.28988094173560935
总长度	-0.28988094173560935
同事	-0.28988094173560935
该州	-0.28988094173560935
紧张	-0.28988094173560935
约翰	-0.28988094173560935
列侬	-0.28988094173560935
带回家	-0.28988094173560935
祖国	-0.28988094173560935
密切合作	-0.28988094173560935
复线	-0.28988094173560935
森林	-0.28988094173560935
搬	-0.28988094173560935
一体	-0.28988094173560935
显出	-0.28988094173560935
访伊	-0.28988094173560935
考验	-0.28988094173560935
政和	-0.28988094173560935
国际金融组织	-0.28988094173560935
储备库	-0.28988094173560935
大玻纤	-0.28988094173560935
走访	-0.28988094173560935
维和	-0.28988094173560935
下线	-0.28988094173560935
杰出	-0.28988094173560935
富余	-0.28988094173560935
巨款	-0.28988094173560935
沟通交流	-0.28988094173560935
镌刻	-0.28988094173560935
Mohemed	-0.28988094173560935
土方	-0.28988094173560935
电量	-0.28988094173560935
名言	-0.28988094173560935
国际交流	-0.28988094173560935
曹建礼	-0.28988094173560935
翻译家	-0.28988094173560935
快线	-0.28988094173560935
走过	-0.28988094173560935
金在	-0.28988094173560935
临床	-0.28988094173560935
孕育	-0.28988094173560935
堆型	-0.28988094173560935
省长	-0.28988094173560935
来源于	-0.28988094173560935
千手观音	-0.28988094173560935
经典	-0.28988094173560935
连为一体	-0.28988094173560935
东道国	-0.28988094173560935
收到	-0.28988094173560935
自家	-0.28988094173560935
赵明昊	-0.28988094173560935
盛况	-0.28988094173560935
水利部长	-0.28988094173560935
回顾	-0.28988094173560935
反腐败	-0.28988094173560935
循序渐进	-0.28988094173560935
中将	-0.28988094173560935
公共	-0.28988094173560935
清凉	-0.28988094173560935
发动机	-0.28988094173560935
百分点	-0.28988094173560935
能量	-0.28988094173560935
如同	-0.28988094173560935
手上	-0.28988094173560935
独唱	-0.28988094173560935
清	-0.28988094173560935
彻底改变	-0.28988094173560935
北非国家	-0.28988094173560935
抓实	-0.28988094173560935
记者团	-0.28988094173560935
整齐	-0.28988094173560935
持久和平	-0.28988094173560935
配音	-0.28988094173560935
整体利益	-0.28988094173560935
之力	-0.28988094173560935
源头	-0.28988094173560935
转型期	-0.28988094173560935
第一站	-0.28988094173560935
重要途径	-0.28988094173560935
竣工	-0.28988094173560935
相距	-0.28988094173560935
662	-0.28988094173560935
